 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.87 
1561576984.35
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  39	  65	  41	  69	  44	  68	
 204.8	  82	 133	  77	 129	  81	 136	  87	 134	
 409.6	 164	 267	 154	 259	 162	 274	 175	 268	
 819.2	 326	 531	 307	 515	 322	 545	 348	 534	
1638.4	 652	1063	 615	1032	 645	1091	 696	1069	
3276.8	1297	2118	1224	2055	1283	2172	1383	2128	
