 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
32.65 
1556623223.47
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  20	  34	  22	  33	
 102.4	  42	  66	  40	  65	  40	  67	  44	  67	
 204.8	  83	 131	  79	 128	  79	 134	  87	 132	
 409.6	 166	 261	 158	 256	 158	 267	 173	 264	
 819.2	 331	 522	 315	 513	 315	 533	 345	 529	
1638.4	 661	1043	 629	1024	 629	1064	 689	1055	
3276.8	1319	2084	1256	2044	1255	2125	1374	2107	
