 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
15.76 
1560707260.6
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  17	  11	  17	  11	  18	  12	  17	
  51.2	  22	  34	  21	  34	  21	  35	  23	  35	
 102.4	  43	  68	  41	  67	  42	  70	  45	  69	
 204.8	  86	 135	  82	 133	  85	 140	  90	 137	
 409.6	 172	 270	 163	 266	 169	 279	 179	 273	
 819.2	 342	 539	 325	 530	 336	 556	 357	 545	
1638.4	 683	1077	 649	1059	 671	1111	 713	1088	
3276.8	1363	2150	1295	2113	1340	2217	1423	2172	
