 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.93 
1565896746.11
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   5	   8	
  25.6	  10	  16	   9	  16	  10	  17	  10	  16	
  51.2	  20	  32	  18	  31	  19	  33	  21	  32	
 102.4	  38	  64	  36	  62	  37	  65	  41	  64	
 204.8	  77	 127	  72	 124	  74	 130	  81	 128	
 409.6	 153	 254	 142	 248	 148	 259	 162	 256	
 819.2	 304	 507	 284	 494	 296	 517	 323	 510	
1638.4	 607	1012	 567	 987	 590	1032	 645	1019	
3276.8	1211	2021	1131	1970	1178	2059	1286	2033	
