 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
33.97 
1557943831.31
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  20	  34	  22	  33	
 102.4	  41	  66	  39	  64	  40	  67	  43	  66	
 204.8	  82	 131	  78	 128	  79	 133	  86	 132	
 409.6	 164	 261	 156	 256	 157	 266	 171	 264	
 819.2	 327	 521	 311	 511	 313	 531	 342	 527	
1638.4	 653	1039	 620	1019	 623	1060	 682	1050	
3276.8	1305	2077	1240	2036	1246	2118	1364	2100	
