 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
32.57 
1558370095.46
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  20	  34	  22	  33	
 102.4	  41	  66	  39	  64	  40	  67	  43	  67	
 204.8	  82	 131	  78	 128	  79	 134	  86	 132	
 409.6	 164	 261	 156	 256	 157	 267	 172	 265	
 819.2	 328	 522	 312	 512	 313	 533	 343	 529	
1638.4	 654	1043	 622	1022	 625	1065	 685	1056	
3276.8	1308	2086	1243	2044	1249	2129	1370	2111	
