 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.76 
1562486618.59
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  19	  33	  20	  34	  22	  34	
 102.4	  41	  66	  38	  65	  40	  68	  43	  67	
 204.8	  81	 133	  76	 129	  80	 136	  87	 133	
 409.6	 161	 264	 152	 256	 159	 271	 172	 265	
 819.2	 321	 527	 303	 512	 318	 540	 344	 529	
1638.4	 641	1052	 604	1020	 633	1077	 685	1056	
3276.8	1280	2102	1206	2039	1266	2153	1368	2110	
