 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
21.85 
1565725594.47
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  34	
 102.4	  40	  66	  37	  64	  40	  68	  43	  67	
 204.8	  79	 132	  74	 128	  79	 135	  85	 132	
 409.6	 157	 263	 148	 254	 157	 269	 170	 264	
 819.2	 314	 525	 295	 509	 315	 539	 340	 528	
1638.4	 626	1046	 588	1014	 626	1073	 676	1051	
3276.8	1248	2085	1171	2021	1247	2138	1347	2094	
