 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
32.33 
1557058372.85
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  33	  20	  34	  22	  33	
 102.4	  42	  66	  40	  64	  40	  67	  43	  66	
 204.8	  83	 131	  79	 129	  79	 134	  87	 133	
 409.6	 165	 261	 158	 257	 157	 267	 172	 264	
 819.2	 330	 522	 315	 512	 314	 533	 344	 528	
1638.4	 660	1045	 629	1025	 628	1066	 689	1056	
3276.8	1318	2087	1256	2047	1255	2128	1375	2110	
