 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.95 
1556079317.15
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  84	 133	  80	 129	  82	 136	  88	 134	
 409.6	 168	 265	 160	 258	 163	 271	 176	 266	
 819.2	 335	 530	 319	 516	 326	 543	 352	 533	
1638.4	 668	1056	 634	1028	 649	1080	 700	1060	
3276.8	1332	2107	1265	2052	1296	2155	1396	2114	
