 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.55 
1557230409.61
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  11	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  66	  40	  64	  41	  68	  44	  66	
 204.8	  83	 132	  79	 128	  81	 135	  87	 133	
 409.6	 166	 264	 158	 257	 162	 270	 174	 265	
 819.2	 330	 525	 313	 510	 322	 537	 347	 526	
1638.4	 663	1054	 629	1025	 646	1078	 696	1058	
3276.8	1323	2104	1255	2046	1289	2152	1388	2112	
