 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.51 
1556838164.77
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  11	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  84	 133	  79	 129	  82	 136	  88	 133	
 409.6	 167	 264	 158	 257	 162	 270	 175	 265	
 819.2	 334	 529	 316	 515	 325	 542	 350	 532	
1638.4	 665	1056	 631	1027	 649	1081	 698	1060	
3276.8	1328	2109	1259	2051	1295	2158	1393	2116	
