 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.65 
1561929588.01
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  39	  65	  40	  68	  44	  67	
 204.8	  81	 133	  77	 129	  80	 136	  87	 133	
 409.6	 162	 265	 153	 257	 160	 271	 173	 265	
 819.2	 323	 528	 305	 512	 319	 541	 344	 530	
1638.4	 646	1057	 609	1025	 638	1084	 689	1061	
3276.8	1292	2112	1218	2048	1276	2166	1377	2120	
