 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.47 
1557915052.66
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  11	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  66	  40	  64	  41	  68	  44	  66	
 204.8	  83	 132	  78	 128	  81	 135	  87	 132	
 409.6	 165	 264	 156	 256	 161	 270	 174	 265	
 819.2	 329	 525	 311	 510	 321	 537	 346	 527	
1638.4	 657	1048	 621	1019	 641	1072	 690	1052	
3276.8	1313	2097	1243	2038	1283	2145	1380	2104	
