 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.98 
1560962438.62
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  42	  67	  39	  65	  41	  69	  44	  68	
 204.8	  83	 134	  78	 130	  81	 137	  88	 135	
 409.6	 165	 268	 155	 260	 163	 275	 175	 269	
 819.2	 328	 534	 310	 519	 324	 549	 350	 538	
1638.4	 654	1066	 618	1034	 647	1094	 697	1072	
3276.8	1305	2127	1233	2063	1290	2183	1391	2138	
