 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
32.09 
1557807840.98
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  11	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  66	  40	  64	  41	  68	  44	  67	
 204.8	  83	 132	  78	 128	  81	 135	  87	 132	
 409.6	 165	 263	 156	 256	 161	 269	 173	 264	
 819.2	 329	 524	 311	 509	 321	 536	 345	 526	
1638.4	 656	1046	 621	1016	 640	1069	 688	1048	
3276.8	1310	2090	1241	2031	1278	2136	1376	2095	
