 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.87 
1561340702.91
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  39	  65	  41	  69	  44	  68	
 204.8	  82	 134	  78	 130	  81	 137	  88	 134	
 409.6	 164	 267	 155	 259	 162	 274	 175	 269	
 819.2	 328	 534	 309	 518	 323	 548	 349	 537	
1638.4	 654	1065	 617	1034	 645	1093	 697	1072	
3276.8	1302	2122	1229	2059	1285	2177	1388	2133	
