 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.54 
1563462168.22
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  34	
 102.4	  40	  66	  38	  64	  40	  68	  43	  67	
 204.8	  81	 133	  76	 129	  80	 136	  87	 134	
 409.6	 160	 264	 151	 256	 159	 271	 172	 266	
 819.2	 319	 527	 300	 511	 318	 541	 343	 530	
1638.4	 637	1052	 599	1020	 633	1080	 684	1057	
3276.8	1272	2102	1197	2039	1265	2157	1366	2111	
