 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.55 
1558419114.75
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  20	  34	  22	  33	
 102.4	  41	  66	  39	  64	  39	  67	  43	  66	
 204.8	  82	 131	  78	 128	  78	 133	  86	 132	
 409.6	 164	 261	 156	 256	 156	 266	 171	 264	
 819.2	 327	 521	 310	 510	 312	 531	 342	 527	
1638.4	 653	1042	 620	1020	 624	1063	 684	1053	
3276.8	1301	2075	1236	2033	1242	2116	1360	2097	
