 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.60 
1563468507.69
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  19	  33	  20	  34	  22	  34	
 102.4	  40	  67	  38	  65	  40	  68	  43	  67	
 204.8	  80	 133	  76	 129	  80	 136	  86	 133	
 409.6	 160	 265	 151	 257	 159	 272	 172	 266	
 819.2	 319	 528	 301	 512	 318	 542	 343	 531	
1638.4	 639	1057	 602	1025	 637	1085	 688	1063	
3276.8	1273	2105	1199	2042	1268	2162	1369	2116	
