 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.60 
1563571904.77
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  19	  33	  20	  34	  22	  34	
 102.4	  41	  67	  38	  65	  40	  68	  44	  67	
 204.8	  80	 133	  76	 129	  80	 136	  86	 133	
 409.6	 160	 264	 151	 256	 159	 271	 172	 266	
 819.2	 320	 529	 301	 513	 319	 543	 344	 532	
1638.4	 635	1051	 598	1019	 632	1078	 683	1056	
3276.8	1268	2099	1193	2034	1262	2153	1362	2107	
