 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
21.44 
1564614139.03
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   5	   8	
  25.6	  10	  16	   9	  16	  10	  17	  11	  16	
  51.2	  20	  32	  18	  31	  19	  33	  21	  32	
 102.4	  39	  64	  36	  62	  37	  65	  41	  64	
 204.8	  77	 127	  72	 124	  75	 130	  81	 128	
 409.6	 153	 254	 143	 248	 148	 259	 162	 255	
 819.2	 305	 507	 286	 495	 296	 517	 324	 511	
1638.4	 609	1010	 569	 986	 590	1029	 645	1017	
3276.8	1217	2021	1138	1972	1180	2059	1289	2034	
