 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.70 
1557248992.46
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  66	  40	  64	  41	  68	  44	  66	
 204.8	  83	 132	  79	 128	  81	 135	  87	 132	
 409.6	 166	 263	 157	 256	 162	 269	 174	 264	
 819.2	 331	 526	 314	 511	 323	 538	 347	 527	
1638.4	 662	1053	 628	1024	 646	1077	 695	1057	
3276.8	1318	2097	1250	2039	1285	2143	1383	2102	
