 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.78 
1557853269.21
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  66	  39	  64	  41	  68	  44	  66	
 204.8	  83	 132	  78	 128	  81	 135	  87	 132	
 409.6	 166	 264	 157	 256	 162	 270	 174	 265	
 819.2	 329	 525	 312	 510	 321	 537	 346	 526	
1638.4	 657	1048	 622	1019	 642	1072	 690	1052	
3276.8	1310	2090	1240	2031	1279	2136	1374	2095	
