 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.62 
1557395871.81
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  83	 133	  79	 129	  81	 136	  88	 133	
 409.6	 166	 265	 158	 257	 162	 271	 175	 266	
 819.2	 330	 526	 313	 511	 322	 537	 347	 527	
1638.4	 661	1053	 627	1023	 645	1077	 694	1056	
3276.8	1317	2097	1249	2039	1284	2144	1382	2103	
