 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.16 
1557829532.68
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  83	 132	  78	 128	  81	 135	  87	 132	
 409.6	 165	 263	 156	 256	 161	 269	 173	 264	
 819.2	 330	 526	 312	 511	 322	 538	 346	 527	
1638.4	 660	1053	 625	1024	 645	1078	 694	1057	
3276.8	1315	2098	1246	2039	1284	2146	1382	2104	
