 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.16 
1554484644.5
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  20	  33	  22	  33	
 102.4	  42	  65	  40	  64	  39	  66	  44	  66	
 204.8	  83	 130	  79	 128	  78	 132	  87	 132	
 409.6	 165	 260	 158	 256	 156	 264	 173	 263	
 819.2	 330	 519	 316	 511	 312	 528	 345	 525	
1638.4	 659	1038	 631	1021	 622	1055	 689	1049	
3276.8	1315	2073	1259	2038	1243	2107	1375	2095	
