 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.78 
1556404629.98
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  33	  20	  34	  22	  33	
 102.4	  42	  66	  40	  64	  40	  67	  43	  66	
 204.8	  83	 131	  79	 128	  79	 133	  87	 132	
 409.6	 166	 261	 158	 257	 158	 267	 173	 264	
 819.2	 331	 523	 316	 513	 315	 533	 345	 529	
1638.4	 663	1046	 632	1026	 630	1066	 691	1058	
3276.8	1323	2086	1260	2047	1256	2126	1376	2109	
