 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.54 
1561971493.01
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  39	  65	  41	  68	  44	  67	
 204.8	  82	 133	  77	 129	  81	 137	  87	 134	
 409.6	 163	 265	 153	 258	 161	 272	 173	 267	
 819.2	 325	 530	 306	 514	 321	 544	 346	 533	
1638.4	 648	1059	 610	1027	 640	1086	 691	1064	
3276.8	1288	2107	1214	2043	1272	2159	1373	2114	
