 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.78 
1557941072.39
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  11	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  66	  39	  64	  41	  68	  44	  66	
 204.8	  83	 132	  79	 128	  81	 135	  87	 133	
 409.6	 165	 263	 156	 256	 161	 270	 174	 265	
 819.2	 329	 525	 311	 511	 321	 537	 346	 527	
1638.4	 657	1049	 622	1020	 642	1074	 691	1053	
3276.8	1316	2102	1246	2044	1287	2152	1384	2111	
