 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
14.45 
1560034824.69
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  84	 132	  80	 130	  82	 136	  87	 133	
 409.6	 167	 264	 159	 260	 164	 271	 174	 265	
 819.2	 334	 526	 318	 518	 326	 540	 347	 529	
1638.4	 668	1053	 636	1036	 653	1081	 695	1059	
3276.8	1331	2100	1268	2067	1302	2155	1385	2112	
