 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
16.46 
1563965492.43
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  42	  67	  40	  66	  42	  69	  44	  68	
 204.8	  84	 134	  79	 131	  83	 138	  88	 135	
 409.6	 167	 267	 158	 262	 165	 276	 175	 269	
 819.2	 333	 532	 314	 522	 330	 549	 349	 537	
1638.4	 666	1064	 628	1043	 659	1098	 697	1073	
3276.8	1329	2124	1254	2082	1315	2191	1390	2141	
