 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.65 
1564829927.44
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  34	
 102.4	  40	  66	  38	  64	  40	  68	  43	  66	
 204.8	  76	 132	  75	 128	  79	 135	  86	 133	
 409.6	 158	 262	 148	 255	 157	 269	 170	 264	
 819.2	 315	 524	 296	 508	 314	 537	 339	 526	
1638.4	 629	1048	 592	1016	 628	1074	 679	1053	
3276.8	1256	2092	1180	2029	1252	2145	1354	2101	
