 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.63 
1557118874.95
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  84	 132	  79	 129	  81	 135	  88	 133	
 409.6	 166	 264	 158	 256	 162	 270	 174	 264	
 819.2	 332	 527	 315	 512	 323	 539	 348	 528	
1638.4	 664	1055	 630	1027	 648	1080	 698	1059	
3276.8	1322	2101	1254	2044	1289	2148	1387	2107	
