 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
18.10 
1563258578.72
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   8	
  25.6	  10	  16	  10	  16	  10	  17	  11	  16	
  51.2	  20	  32	  19	  31	  19	  33	  21	  32	
 102.4	  39	  64	  37	  62	  38	  65	  41	  64	
 204.8	  78	 127	  73	 124	  75	 129	  82	 128	
 409.6	 155	 254	 146	 248	 149	 259	 163	 256	
 819.2	 309	 508	 290	 496	 298	 517	 326	 511	
1638.4	 617	1015	 580	 991	 595	1033	 651	1021	
3276.8	1228	2020	1154	1973	1183	2055	1294	2029	
