 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.47 
1557263794.36
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  67	  40	  65	  41	  68	  44	  67	
 204.8	  84	 133	  79	 129	  81	 136	  88	 133	
 409.6	 166	 264	 158	 257	 162	 270	 174	 265	
 819.2	 331	 526	 314	 512	 323	 538	 348	 528	
1638.4	 660	1051	 626	1021	 644	1074	 693	1054	
3276.8	1318	2098	1250	2039	1285	2145	1384	2104	
