 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.87 
1562223983.21
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  39	  65	  41	  69	  44	  67	
 204.8	  81	 133	  77	 129	  81	 137	  87	 134	
 409.6	 162	 265	 152	 257	 160	 272	 173	 266	
 819.2	 322	 529	 304	 513	 319	 542	 345	 531	
1638.4	 643	1055	 606	1023	 637	1082	 688	1059	
3276.8	1286	2111	1212	2046	1274	2164	1375	2119	
