 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.93 
1561586008.07
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  39	  65	  41	  68	  44	  67	
 204.8	  82	 133	  77	 129	  81	 137	  87	 134	
 409.6	 163	 266	 154	 258	 161	 273	 174	 268	
 819.2	 324	 528	 305	 513	 320	 542	 345	 531	
1638.4	 648	1059	 612	1027	 642	1086	 691	1064	
3276.8	1299	2121	1225	2057	1285	2176	1386	2132	
