 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.54 
1565897988.87
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  34	
 102.4	  40	  66	  38	  64	  40	  68	  43	  67	
 204.8	  79	 132	  75	 128	  79	 132	  86	 133	
 409.6	 158	 263	 148	 255	 158	 270	 170	 264	
 819.2	 315	 526	 296	 510	 315	 540	 341	 529	
1638.4	 630	1052	 592	1019	 630	1080	 681	1058	
3276.8	1257	2099	1180	2034	1256	2154	1359	2111	
