 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.80 
1555173486.6
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  84	 133	  80	 129	  82	 136	  88	 133	
 409.6	 168	 266	 160	 259	 163	 272	 177	 267	
 819.2	 335	 528	 318	 514	 325	 539	 351	 530	
1638.4	 668	1055	 635	1028	 649	1078	 701	1058	
3276.8	1335	2107	1268	2054	1295	2153	1399	2114	
