 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.98 
1563778282.36
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  33	
 102.4	  40	  66	  38	  64	  40	  68	  43	  66	
 204.8	  80	 132	  75	 128	  80	 135	  86	 133	
 409.6	 159	 263	 150	 255	 159	 270	 171	 264	
 819.2	 318	 526	 300	 510	 317	 540	 342	 529	
1638.4	 638	1055	 601	1536	 636	1083	 687	1061	
3276.8	1273	2105	1199	2041	1267	2159	1368	2115	
