 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.99 
1561994257.45
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  20	  34	  22	  34	
 102.4	  41	  67	  39	  65	  41	  68	  44	  67	
 204.8	  82	 133	  77	 129	  81	 137	  87	 134	
 409.6	 162	 265	 153	 257	 161	 272	 173	 267	
 819.2	 323	 528	 304	 512	 319	 541	 344	 530	
1638.4	 644	1055	 607	1023	 637	1081	 688	1059	
3276.8	1285	2104	1212	2040	1271	2156	1371	2111	
