 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
32.65 
1557949694.65
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  66	  39	  64	  41	  68	  44	  67	
 204.8	  83	 132	  78	 128	  81	 135	  87	 132	
 409.6	 164	 262	 156	 255	 161	 268	 173	 263	
 819.2	 328	 523	 310	 509	 320	 535	 344	 525	
1638.4	 656	1048	 621	1019	 641	1072	 690	1052	
3276.8	1308	2088	1237	2030	1278	2135	1374	2094	
