 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
14.45 
1560489339.06
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   7	   9	   6	   9	   6	   9	
  25.6	  11	  17	  11	  17	  11	  18	  11	  17	
  51.2	  22	  34	  21	  33	  21	  35	  22	  34	
 102.4	  43	  67	  41	  66	  42	  69	  44	  67	
 204.8	  85	 134	  81	 131	  83	 137	  88	 134	
 409.6	 169	 266	 161	 262	 166	 274	 176	 268	
 819.2	 338	 532	 321	 523	 332	 548	 352	 536	
1638.4	 674	1063	 640	1044	 662	1094	 701	1070	
3276.8	1349	2126	1280	2089	1323	2188	1402	2141	
