 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.58 
1555209817.5
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  22	  34	  20	  33	  21	  34	  23	  34	
 102.4	  42	  67	  40	  65	  41	  68	  44	  67	
 204.8	  84	 133	  80	 130	  82	 136	  89	 134	
 409.6	 168	 265	 160	 259	 163	 271	 176	 266	
 819.2	 336	 530	 319	 516	 326	 542	 352	 532	
1638.4	 670	1058	 637	1031	 651	1082	 703	1062	
3276.8	1334	2107	1268	2054	1295	2153	1399	2114	
