 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.39 
1557502424.28
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  34	  22	  34	
 102.4	  42	  67	  40	  65	  41	  68	  44	  67	
 204.8	  84	 133	  79	 129	  82	 136	  88	 134	
 409.6	 167	 265	 158	 258	 163	 272	 175	 267	
 819.2	 333	 530	 316	 516	 325	 543	 350	 533	
1638.4	 664	1058	 629	1028	 648	1083	 698	1062	
3276.8	1325	2111	1255	2053	1293	2161	1392	2120	
