 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
13.84 
1559928183.66
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   4	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  33	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  83	 132	  80	 130	  81	 135	  87	 132	
 409.6	 166	 263	 159	 259	 162	 269	 173	 264	
 819.2	 332	 525	 317	 517	 324	 538	 346	 528	
1638.4	 664	1049	 633	1033	 648	1075	 692	1055	
3276.8	1325	2095	1264	2063	1293	2147	1381	2106	
