 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.62 
1555370714.09
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  33	
 102.4	  42	  66	  40	  65	  41	  68	  44	  66	
 204.8	  84	 132	  80	 129	  82	 135	  88	 133	
 409.6	 167	 263	 159	 257	 162	 269	 175	 264	
 819.2	 333	 526	 316	 512	 323	 537	 348	 526	
1638.4	 665	1050	 632	1024	 646	1073	 696	1052	
3276.8	1330	2100	1263	2047	1291	2146	1391	2103	
