 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
16.91 
1564054042.99
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  42	  67	  40	  66	  42	  69	  44	  68	
 204.8	  84	 133	  79	 131	  83	 138	  87	 134	
 409.6	 167	 267	 157	 261	 165	 275	 175	 269	
 819.2	 333	 533	 315	 523	 330	 550	 349	 538	
1638.4	 665	1063	 627	1043	 658	1097	 696	1072	
3276.8	1328	2125	1253	2084	1314	2193	1390	2142	
