 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.59 
1561563465.92
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  34	  22	  34	
 102.4	  41	  67	  39	  65	  41	  68	  44	  67	
 204.8	  82	 133	  77	 129	  81	 136	  87	 133	
 409.6	 163	 265	 154	 257	 161	 272	 173	 266	
 819.2	 325	 530	 307	 514	 321	 544	 346	 533	
1638.4	 649	1060	 613	1028	 642	1087	 692	1065	
3276.8	1296	2117	1224	2054	1283	2171	1382	2127	
