 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.70 
1557421399.46
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  67	  40	  65	  41	  68	  44	  67	
 204.8	  83	 132	  79	 129	  81	 135	  88	 133	
 409.6	 166	 264	 157	 257	 162	 270	 174	 265	
 819.2	 332	 528	 314	 513	 324	 540	 349	 530	
1638.4	 658	1048	 624	1019	 642	1071	 691	1051	
3276.8	1317	2098	1248	2040	1285	2145	1383	2104	
