 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.73 
1555299441.5
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  66	
 204.8	  84	 132	  80	 129	  81	 135	  88	 133	
 409.6	 168	 265	 160	 258	 163	 271	 176	 266	
 819.2	 335	 528	 318	 515	 324	 539	 351	 530	
1638.4	 667	1053	 634	1026	 647	1076	 699	1056	
3276.8	1334	2106	1268	2052	1294	2151	1398	2112	
