 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.55 
1556811352.31
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  11	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  64	  41	  68	  44	  66	
 204.8	  84	 132	  79	 129	  81	 135	  88	 133	
 409.6	 166	 264	 158	 257	 162	 270	 175	 265	
 819.2	 332	 526	 314	 512	 323	 538	 348	 528	
1638.4	 664	1054	 629	1025	 647	1078	 697	1057	
3276.8	1323	2099	1254	2042	1289	2146	1387	2106	
