 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.60 
1562677263.45
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  20	  35	  22	  34	
 102.4	  41	  67	  38	  65	  40	  68	  44	  67	
 204.8	  81	 133	  76	 129	  80	 137	  87	 134	
 409.6	 162	 265	 152	 257	 160	 272	 173	 267	
 819.2	 322	 529	 303	 513	 319	 543	 345	 531	
1638.4	 643	1056	 606	1025	 637	1084	 688	1061	
3276.8	1285	2113	1211	2050	1275	2168	1376	2123	
