 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.54 
1562443381.55
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  20	  34	  22	  34	
 102.4	  41	  67	  38	  65	  40	  68	  44	  67	
 204.8	  81	 133	  76	 129	  80	 136	  87	 133	
 409.6	 162	 265	 152	 257	 160	 272	 173	 266	
 819.2	 321	 527	 302	 511	 318	 540	 344	 529	
1638.4	 642	1054	 605	1022	 635	1080	 687	1058	
3276.8	1284	2108	1210	2045	1270	2160	1374	2117	
