 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.71 
1560548258.8
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  39	  65	  41	  69	  44	  67	
 204.8	  82	 133	  78	 129	  81	 137	  87	 134	
 409.6	 164	 266	 155	 258	 162	 273	 174	 267	
 819.2	 327	 531	 309	 515	 322	 545	 348	 533	
1638.4	 652	1060	 616	1028	 643	1087	 693	1064	
3276.8	1301	2116	1229	2052	1283	2169	1383	2123	
