 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.98 
1566115444.86
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  34	  19	  32	  20	  34	  22	  34	
 102.4	  40	  66	  38	  64	  40	  68	  43	  67	
 204.8	  79	 132	  74	 128	  79	 135	  85	 132	
 409.6	 157	 262	 148	 254	 157	 269	 170	 264	
 819.2	 315	 525	 295	 509	 314	 538	 340	 527	
1638.4	 628	1049	 590	1016	 628	1076	 678	1054	
3276.8	1250	2086	1173	2021	1248	2138	1346	2094	
