 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.94 
1557994149.96
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  20	  34	  22	  33	
 102.4	  42	  66	  39	  64	  41	  68	  44	  66	
 204.8	  83	 132	  78	 128	  81	 135	  87	 133	
 409.6	 165	 263	 156	 256	 161	 269	 174	 264	
 819.2	 330	 526	 312	 511	 322	 538	 347	 528	
1638.4	 658	1051	 622	1021	 642	1075	 692	1054	
3276.8	1311	2095	1241	2036	1281	2143	1379	2102	
