 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.24 
1556824279.38
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  11	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  83	 132	  79	 129	  81	 135	  87	 133	
 409.6	 166	 264	 158	 256	 162	 269	 174	 264	
 819.2	 331	 525	 314	 511	 323	 537	 347	 527	
1638.4	 665	1055	 630	1026	 648	1079	 698	1059	
3276.8	1327	2106	1257	2048	1293	2155	1392	2113	
