 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
32.17 
1556878625.5
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  84	 132	  79	 129	  81	 135	  88	 133	
 409.6	 167	 264	 158	 257	 163	 271	 175	 266	
 819.2	 331	 526	 314	 512	 323	 538	 348	 528	
1638.4	 663	1053	 629	1024	 646	1077	 696	1056	
3276.8	1323	2102	1255	2045	1290	2150	1390	2109	
