 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.98 
1563944404.91
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  34	  19	  33	  20	  34	  22	  34	
 102.4	  40	  67	  38	  65	  40	  68	  43	  67	
 204.8	  80	 133	  76	 129	  80	 136	  86	 133	
 409.6	 159	 263	 150	 256	 159	 270	 171	 265	
 819.2	 319	 528	 300	 513	 318	 542	 343	 531	
1638.4	 638	1056	 601	1025	 636	1085	 686	1063	
3276.8	1273	2111	1200	2047	1270	2167	1372	2123	
