 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.20 
1562369548.32
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  19	  33	  20	  34	  22	  34	
 102.4	  41	  67	  38	  65	  40	  68	  44	  67	
 204.8	  81	 133	  76	 129	  80	 136	  87	 133	
 409.6	 161	 265	 152	 257	 160	 271	 173	 266	
 819.2	 322	 528	 303	 512	 318	 541	 344	 531	
1638.4	 642	1054	 605	1023	 635	1081	 687	1059	
3276.8	1280	2102	1206	2039	1267	2154	1369	2110	
