 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.65 
1560553093.4
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  42	  67	  39	  65	  41	  69	  44	  68	
 204.8	  83	 134	  78	 130	  81	 137	  88	 135	
 409.6	 164	 266	 155	 258	 161	 273	 174	 267	
 819.2	 328	 533	 310	 517	 324	 546	 349	 535	
1638.4	 655	1065	 619	1033	 646	1093	 697	1070	
3276.8	1308	2126	1236	2063	1291	2181	1392	2136	
