 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.78 
1557833907.9
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  83	 132	  79	 129	  81	 135	  87	 133	
 409.6	 165	 264	 157	 256	 161	 270	 174	 264	
 819.2	 329	 525	 311	 510	 321	 536	 346	 526	
1638.4	 659	1051	 624	1022	 644	1075	 692	1055	
3276.8	1313	2093	1242	2035	1280	2140	1379	2099	
